order_id,warehouse_location,customer_city,distance_km,vehicle_type,rider_id,rider_age,rider_rating,traffic_condition,weather,shift_type,order_category,package_weight_kg,fragile,temperature_sensitive,delivery_priority,delivery_status,Estimated_delivery_time,Actual_delivery_time,delivered_on_time,ROUTE EFFECTENCY CALCULATOR
O100172,Pune,Hyderabad,8.9,Mini Truck,R1172,45,4.86,Medium,Clear,Afternoon,Grocery,1.32,No,No,Normal,Delivered,34,33,Yes,3.8
O100173,Hyderabad,Kolkata,18.8,Mini Truck,R1173,32,4.63,Medium,Clear,Morning,Books,-0.05,No,No,Normal,Delivered,73,70,Yes,3.9
O100174,Chennai,Bangalore,6.9,Mini Truck,R1174,54,4.71,High,Foggy,Morning,Furniture,4.1,No,No,Normal,Delivered,46,60,No,6.6
O100175,Pune,Mumbai,16.1,Bike,R1175,41,4.17,Medium,Foggy,Afternoon,Books,0.26,No,No,Normal,Delivered,87,91,Yes,5.4
O100176,Bangalore,Mumbai,12.4,Scooter,R1176,27,4.41,Low,Clear,Evening,Books,2.22,No,No,Normal,Delivered,37,49,No,3.0
O100177,Mumbai,Pune,16.1,Mini Truck,R1177,50,4.67,High,Rainy,Evening,Clothing,2.83,No,No,Low,Delivered,92,106,No,5.7
O100178,Delhi,Ahmedabad,10.4,Scooter,R1178,36,4.47,Low,Clear,Night,Electronics,1.76,No,No,Normal,Delivered,31,25,Yes,3.0
O100179,Pune,Hyderabad,21.2,Bike,R1179,42,4.62,Medium,Windy,Morning,Books,4.07,No,No,Normal,Delivered,91,105,No,4.3
O100180,Mumbai,Mumbai,9.9,Van,R1180,36,4.21,Low,Clear,Afternoon,Grocery,2.98,No,No,Normal,Delivered,29,2,Yes,2.9
O100181,Kolkata,Bangalore,0.7,Van,R1181,25,4.17,Medium,Rainy,Night,Grocery,2.32,No,No,Normal,Delivered,3,1,Yes,4.6
O100182,Delhi,Pune,13.3,Scooter,R1182,29,3.98,High,Clear,Morning,Books,3.84,No,No,Low,Delivered,63,59,Yes,4.7
O100183,Ahmedabad,Hyderabad,10.5,Scooter,R1183,48,4.54,High,Rainy,Night,Electronics,3.5,No,No,Normal,Delivered,60,45,Yes,5.7
O100184,Ahmedabad,Hyderabad,13.7,Bike,R1184,51,4.58,Low,Windy,Evening,Furniture,4.26,No,No,Normal,Delivered,45,45,Yes,3.3
O100185,Kolkata,Hyderabad,10.9,Scooter,R1185,40,4.59,Medium,Clear,Night,Electronics,2.36,No,No,Normal,Delivered,42,23,Yes,3.9
O100186,Kolkata,Bangalore,16.2,Bike,R1186,38,4.2,Medium,Clear,Night,Furniture,4.25,No,No,Normal,Delivered,63,53,Yes,3.9
O100187,Hyderabad,Mumbai,8.2,Scooter,R1187,37,4.54,Low,Clear,Afternoon,Grocery,3.46,No,No,Normal,Delivered,24,21,Yes,2.9
O100188,Pune,Hyderabad,15.0,Bike,R1188,50,4.81,Medium,Rainy,Afternoon,Books,4.06,No,No,Low,Delivered,70,72,Yes,4.7
O100189,Mumbai,Pune,13.5,Bike,R1189,34,4.73,Medium,Clear,Evening,Furniture,4.42,No,No,Normal,Delivered,52,65,No,3.9
O100190,Pune,Chennai,10.2,Van,R1190,45,4.76,Medium,Clear,Night,Electronics,4.14,No,No,Normal,Delivered,39,32,Yes,3.8
O100191,Delhi,Hyderabad,9.1,Van,R1191,24,3.81,Medium,Windy,Night,Pharma,3,Yes,No,High,Delivered,39,45,No,4.3
O100192,Hyderabad,Mumbai,21.7,Scooter,R1192,22,4.79,Medium,Windy,Night,Clothing,3.47,Yes,Yes,Normal,Delivered,93,90,Yes,4.3
O100193,Ahmedabad,Delhi,8.6,Bike,R1193,50,4.12,High,Rainy,Evening,Furniture,4.42,No,No,Normal,Delivered,49,57,No,5.7
O100194,Bangalore,Ahmedabad,11.2,Scooter,R1194,46,4.51,Medium,Clear,Afternoon,Furniture,1.53,No,No,Normal,Delivered,43,34,Yes,3.8
O100195,Pune,Delhi,20.8,Mini Truck,R1195,31,4.36,High,Clear,Night,Clothing,3.35,No,No,High,Delivered,99,103,Yes,4.8
O100196,Kolkata,Ahmedabad,15.7,Van,R1196,26,4.14,High,Windy,Night,Furniture,-0.1,No,No,Normal,Delivered,82,71,Yes,5.2
O100197,Delhi,Delhi,16.2,Scooter,R1197,39,4.13,Medium,Clear,Morning,Clothing,2.72,No,No,Normal,Delivered,62,62,Yes,3.8
O100198,Ahmedabad,Kolkata,10.8,Mini Truck,R1198,39,4.61,Low,Windy,Evening,Furniture,-0.54,No,No,Low,Delivered,35,27,Yes,3.3
O100199,Hyderabad,Pune,14.0,Bike,R1199,31,4.46,Low,Clear,Morning,Furniture,1.9,No,No,Normal,Delivered,41,45,Yes,2.9
O100200,Kolkata,Ahmedabad,25.3,Mini Truck,R1200,26,4.21,Medium,Clear,Night,Pharma,0.32,No,No,Low,Delivered,98,102,Yes,3.9
O100201,Bangalore,Chennai,20.5,Van,R1201,49,3.88,Medium,Clear,Morning,Books,4.59,Yes,No,Low,Delivered,79,77,Yes,3.9
O100202,Bangalore,Delhi,9.7,Bike,R1202,34,3.93,High,Rainy,Evening,Books,2.05,No,No,Normal,Delivered,56,64,No,5.7
O100203,Bangalore,Bangalore,13.2,Scooter,R1203,30,3.97,High,Windy,Evening,Clothing,1.47,No,No,Normal,Delivered,69,79,No,5.2
O100204,Delhi,Bangalore,2.0,Van,R1204,46,4.94,High,Clear,Morning,Grocery,3.34,Yes,No,Normal,Delivered,9,1,Yes,4.6
O100205,Hyderabad,Delhi,18.5,Van,R1205,51,4.64,Medium,Clear,Evening,Grocery,1.89,No,No,High,Delivered,72,74,Yes,3.9
O100206,Ahmedabad,Delhi,9.7,Van,R1206,30,4.78,Low,Clear,Evening,Electronics,1.08,No,No,Normal,Delivered,29,44,No,3.0
O100207,Ahmedabad,Mumbai,17.3,Scooter,R1207,46,4.27,Medium,Clear,Afternoon,Clothing,2.59,Yes,No,Normal,Delivered,67,57,Yes,3.9
O100208,Delhi,Bangalore,14.9,Scooter,R1208,30,3.93,High,Clear,Morning,Furniture,0.69,No,No,High,Delivered,71,70,Yes,4.8
O100209,Chennai,Ahmedabad,13.0,Mini Truck,R1209,40,4.58,Medium,Clear,Afternoon,Grocery,5.93,No,Yes,Normal,Delivered,50,54,Yes,3.9
O100210,Kolkata,Pune,13.8,Mini Truck,R1210,41,4.51,Medium,Foggy,Night,Electronics,3.2,No,No,Normal,Delivered,75,59,Yes,5.4
O100211,Mumbai,Mumbai,13.8,Bike,R1211,38,4.37,Medium,Windy,Night,Pharma,3.99,No,No,Normal,Delivered,59,79,No,4.3
O100212,Hyderabad,Kolkata,9.2,Van,R1212,32,4.41,High,Clear,Night,Electronics,4.91,No,No,Normal,Delivered,44,35,Yes,4.8
O100213,Kolkata,Mumbai,19.3,Mini Truck,R1213,33,5,Medium,Clear,Morning,Furniture,4.99,No,No,Low,Delivered,75,69,Yes,3.9
O100214,Kolkata,Delhi,15.3,Bike,R1214,24,4.46,Medium,Clear,Afternoon,Electronics,4.04,Yes,No,High,Delivered,59,57,Yes,3.9
O100215,Ahmedabad,Mumbai,21.2,Scooter,R1215,47,3.91,Low,Clear,Afternoon,Grocery,2.46,No,No,Normal,Delivered,63,53,Yes,3.0
O100216,Hyderabad,Kolkata,7.0,Mini Truck,R1216,29,4.35,Medium,Clear,Afternoon,Furniture,3.38,No,Yes,Normal,Delivered,27,31,Yes,3.9
O100217,Delhi,Delhi,19.8,Bike,R1217,48,4.17,High,Clear,Afternoon,Pharma,3.1,Yes,No,Low,Delivered,95,108,No,4.8
O100218,Chennai,Delhi,12.2,Van,R1218,31,4.34,Medium,Clear,Evening,Grocery,3.14,Yes,No,Normal,Delivered,47,53,No,3.9
O100219,Hyderabad,Hyderabad,12.7,Van,R1219,30,4.72,Medium,Clear,Night,Pharma,3.76,No,No,Normal,Delivered,49,53,Yes,3.8
O100220,Pune,Bangalore,20.1,Mini Truck,R1220,47,4.53,Medium,Clear,Morning,Furniture,3.29,No,No,High,Delivered,78,86,No,3.9
O100221,Chennai,Chennai,20.6,Van,R1221,48,4.2,Low,Clear,Night,Pharma,2.39,No,No,High,Delivered,61,55,Yes,3.0
O100222,Mumbai,Pune,22.6,Mini Truck,R1222,30,4.63,High,Clear,Night,Electronics,6.96,Yes,No,Normal,Delivered,108,101,Yes,4.8
O100223,Hyderabad,Kolkata,14.8,Van,R1223,48,4.79,High,Clear,Night,Electronics,1,No,No,Low,Delivered,71,87,No,4.8
O100224,Kolkata,Bangalore,13.7,Van,R1224,23,4.42,Medium,Foggy,Morning,Electronics,3.48,No,No,Low,Delivered,74,81,No,5.4
O100225,Kolkata,Chennai,21.8,Scooter,R1225,35,4.65,Medium,Rainy,Evening,Pharma,3.97,No,No,Normal,Delivered,102,87,Yes,4.7
O100226,Chennai,Pune,18.4,Bike,R1226,53,4.12,Low,Clear,Morning,Books,4.88,No,No,High,Delivered,55,72,No,3.0
O100227,Ahmedabad,Hyderabad,16.2,Van,R1227,37,4.68,High,Rainy,Afternoon,Furniture,2.8,No,No,Normal,Delivered,93,107,No,5.7
O100228,Chennai,Hyderabad,4.8,Scooter,R1228,47,4.8,Low,Clear,Evening,Books,4.03,No,No,Normal,Delivered,14,20,No,2.9
O100229,Chennai,Bangalore,13.4,Bike,R1229,43,4.57,High,Clear,Afternoon,Electronics,2.53,No,No,Normal,Delivered,64,76,No,4.8
O100230,Chennai,Hyderabad,12.8,Van,R1230,48,4.68,Medium,Clear,Afternoon,Furniture,4.51,No,No,Normal,Delivered,49,64,No,3.8
O100231,Kolkata,Hyderabad,13.7,Scooter,R1231,47,4.58,Low,Foggy,Night,Grocery,3.47,Yes,No,Normal,Delivered,57,56,Yes,4.2
O100232,Delhi,Pune,11.0,Mini Truck,R1232,39,3.93,Low,Clear,Morning,Books,4.22,No,No,Normal,Delivered,32,41,No,2.9
O100233,Pune,Delhi,13.0,Van,R1233,30,4.19,Medium,Clear,Morning,Books,3.51,No,No,Normal,Delivered,50,76,No,3.8
O100234,Hyderabad,Pune,22.4,Van,R1234,34,4.66,High,Clear,Night,Grocery,2.59,No,Yes,Low,Delivered,107,100,Yes,4.8
O100235,Pune,Hyderabad,19.7,Bike,R1235,38,4.21,Low,Rainy,Morning,Furniture,1.04,No,Yes,Normal,Delivered,70,68,Yes,3.6
O100236,Delhi,Mumbai,17.3,Van,R1236,21,4.29,Low,Clear,Evening,Grocery,1.28,No,Yes,Normal,Delivered,51,39,Yes,3.0
O100237,Ahmedabad,Hyderabad,16.7,Scooter,R1237,22,4.54,Medium,Clear,Morning,Clothing,2.05,No,No,Normal,Delivered,65,62,Yes,3.9
O100238,Pune,Kolkata,9.9,Bike,R1238,38,4.61,Medium,Clear,Morning,Clothing,2.74,No,No,Low,Delivered,38,51,No,3.8
O100239,Chennai,Kolkata,17.6,Bike,R1239,44,4.34,High,Windy,Afternoon,Clothing,3.94,No,No,Normal,Delivered,93,83,Yes,5.3
O100240,Ahmedabad,Kolkata,17.8,Bike,R1240,41,4.09,High,Clear,Afternoon,Furniture,3.01,No,No,Normal,Delivered,85,94,No,4.8
O100241,Bangalore,Pune,15.0,Bike,R1241,34,4.5,Medium,Clear,Morning,Grocery,3.93,No,Yes,Normal,Delivered,58,73,No,3.9
O100242,Hyderabad,Kolkata,8.6,Van,R1242,53,4.06,Low,Foggy,Afternoon,Pharma,4.98,Yes,Yes,Normal,Delivered,36,16,Yes,4.2
O100243,Ahmedabad,Pune,22.2,Bike,R1243,32,4.71,Medium,Clear,Night,Furniture,2.22,No,No,Normal,Delivered,86,79,Yes,3.9
O100244,Delhi,Chennai,14.3,Van,R1244,37,4.48,Low,Clear,Night,Grocery,5.22,No,No,High,Delivered,42,57,No,2.9
O100245,Chennai,Bangalore,17.1,Scooter,R1245,54,4.7,Low,Windy,Night,Grocery,-1.17,No,No,Normal,Delivered,56,61,Yes,3.3
O100246,Chennai,Chennai,19.1,Van,R1246,45,4.37,Medium,Rainy,Afternoon,Furniture,3.48,No,No,Normal,Delivered,89,79,Yes,4.7
O100247,Hyderabad,Delhi,7.5,Scooter,R1247,51,4.41,Medium,Clear,Afternoon,Pharma,3.69,No,No,High,Delivered,29,24,Yes,3.9
O100248,Mumbai,Hyderabad,22.6,Scooter,R1248,24,4.14,Medium,Rainy,Night,Electronics,3.86,Yes,No,High,Delivered,105,108,Yes,4.6
O100249,Pune,Mumbai,8.6,Bike,R1249,45,3.54,Low,Clear,Afternoon,Clothing,4.8,Yes,Yes,Normal,Delivered,25,34,No,2.9
O100250,Pune,Kolkata,14.3,Scooter,R1250,54,4.1,High,Clear,Morning,Pharma,4.27,No,No,Normal,Delivered,68,88,No,4.8
O100251,Hyderabad,Delhi,22.3,Mini Truck,R1251,54,4.04,Medium,Clear,Afternoon,Furniture,4.31,No,No,Normal,Delivered,86,84,Yes,3.9
O100252,Delhi,Kolkata,8.9,Mini Truck,R1252,53,4.15,High,Rainy,Evening,Electronics,-0.17,Yes,No,Normal,Delivered,51,58,No,5.7
O100253,Mumbai,Bangalore,13.4,Bike,R1253,42,4.39,Medium,Clear,Afternoon,Electronics,2,No,No,Normal,Delivered,52,50,Yes,3.9
O100254,Ahmedabad,Hyderabad,19.1,Scooter,R1254,32,4.46,Low,Clear,Afternoon,Clothing,2.57,No,No,Normal,Delivered,57,59,Yes,3.0
O100255,Hyderabad,Kolkata,21.3,Van,R1255,23,4.39,Medium,Windy,Afternoon,Clothing,4.11,No,Yes,Normal,Delivered,91,99,No,4.3
O100256,Kolkata,Pune,8.4,Van,R1256,24,4,High,Foggy,Night,Grocery,4.33,No,No,Normal,Delivered,56,48,Yes,6.7
O100257,Ahmedabad,Kolkata,9.6,Van,R1257,28,4.71,Medium,Windy,Morning,Books,1.69,No,No,Low,Delivered,41,47,No,4.3
O100258,Hyderabad,Bangalore,13.9,Mini Truck,R1258,52,4.5,Low,Clear,Night,Grocery,3.65,No,No,Low,Delivered,41,26,Yes,2.9
O100259,Hyderabad,Ahmedabad,18.1,Bike,R1259,25,3.77,Medium,Clear,Afternoon,Grocery,1.51,Yes,No,High,Delivered,70,75,Yes,3.9
O100260,Kolkata,Delhi,14.3,Scooter,R1260,43,4.24,Low,Windy,Morning,Clothing,3.94,Yes,No,Low,Delivered,47,69,No,3.3
O100261,Kolkata,Mumbai,15.0,Scooter,R1261,34,4.22,Medium,Clear,Morning,Clothing,4.39,No,No,Low,Delivered,58,58,Yes,3.9
O100262,Ahmedabad,Bangalore,14.1,Scooter,R1262,39,4.63,Medium,Rainy,Night,Pharma,4.84,Yes,No,High,Delivered,66,52,Yes,4.7
O100263,Bangalore,Pune,15.7,Scooter,R1263,43,4.1,Low,Windy,Afternoon,Grocery,1.15,No,No,High,Delivered,51,39,Yes,3.3
O100264,Kolkata,Hyderabad,16.7,Scooter,R1264,41,3.76,High,Foggy,Night,Electronics,1.8,Yes,No,Normal,Delivered,112,119,No,6.7
O100265,Pune,Ahmedabad,17.8,Mini Truck,R1265,31,4.61,Medium,Clear,Morning,Pharma,-1.03,No,No,Normal,Delivered,69,48,Yes,3.9
O100266,Hyderabad,Pune,23.0,Van,R1266,31,4.42,Medium,Rainy,Evening,Furniture,4.27,No,Yes,Normal,Delivered,107,101,Yes,4.7
O100267,Delhi,Chennai,16.8,Bike,R1267,45,4.26,Medium,Clear,Evening,Grocery,5.01,No,Yes,Normal,Delivered,65,66,Yes,3.9
O100268,Chennai,Chennai,18.3,Scooter,R1268,36,4.75,Medium,Clear,Night,Electronics,1.5,No,No,Normal,Delivered,71,95,No,3.9
O100269,Delhi,Ahmedabad,18.9,Mini Truck,R1269,44,4,Low,Rainy,Afternoon,Pharma,1.77,No,No,Normal,Delivered,67,89,No,3.6
O100270,Hyderabad,Bangalore,19.0,Van,R1270,44,4.73,Medium,Windy,Morning,Electronics,4.53,No,No,Normal,Delivered,81,81,Yes,4.3
O100271,Mumbai,Mumbai,16.7,Mini Truck,R1271,31,4.76,Medium,Clear,Morning,Books,2.59,No,No,Normal,Delivered,65,55,Yes,3.9
O100272,Bangalore,Kolkata,23.2,Scooter,R1272,44,4.87,High,Clear,Morning,Books,4.79,No,Yes,High,Delivered,111,123,No,4.8
O100273,Bangalore,Delhi,5.4,Bike,R1273,37,4.59,Medium,Clear,Afternoon,Books,2.94,Yes,No,Normal,Delivered,21,18,Yes,3.9
O100274,Kolkata,Pune,14.6,Scooter,R1274,38,4.13,Medium,Windy,Morning,Grocery,3.83,No,No,High,Delivered,62,64,Yes,4.3
O100275,Bangalore,Hyderabad,16.6,Scooter,R1275,45,4.31,High,Rainy,Evening,Books,2,Yes,No,Normal,Failed,95,101,No,5.7
O100276,Ahmedabad,Bangalore,11.9,Bike,R1276,28,4.51,Medium,Clear,Night,Books,3.04,Yes,No,Normal,Delivered,46,58,No,3.9
O100277,Kolkata,Hyderabad,22.1,Mini Truck,R1277,36,4.79,Low,Rainy,Evening,Electronics,-0.95,No,No,Normal,Delivered,79,80,Yes,3.6
O100278,Mumbai,Mumbai,4.7,Van,R1278,49,4.27,Medium,Clear,Afternoon,Grocery,5.86,No,No,Normal,Delivered,18,25,No,3.8
O100279,Mumbai,Chennai,13.1,Van,R1279,29,4.14,Low,Clear,Morning,Electronics,3.84,No,No,Normal,Delivered,39,33,Yes,3.0
O100280,Pune,Pune,6.4,Scooter,R1280,27,4.57,Medium,Clear,Afternoon,Books,2.58,No,No,High,Delivered,24,14,Yes,3.8
O100281,Mumbai,Delhi,12.9,Scooter,R1281,34,4.47,High,Rainy,Night,Furniture,2.33,No,Yes,Low,Delivered,74,71,Yes,5.7
O100282,Mumbai,Chennai,11.0,Scooter,R1282,45,4.51,Low,Clear,Evening,Pharma,0.74,Yes,No,High,Delivered,32,24,Yes,2.9
O100283,Delhi,Pune,16.5,Van,R1283,39,4.69,Medium,Clear,Morning,Grocery,1.38,Yes,No,Normal,Delivered,64,72,No,3.9
O100284,Chennai,Ahmedabad,26.5,Scooter,R1284,22,4.53,Medium,Windy,Evening,Pharma,3.57,No,No,High,Delivered,113,136,No,4.3
O100285,Mumbai,Pune,21.7,Mini Truck,R1285,39,4.3,Low,Clear,Morning,Grocery,2.99,No,No,Low,Delivered,65,63,Yes,3.0
O100286,Kolkata,Delhi,8.1,Van,R1286,22,4.71,Medium,Clear,Night,Electronics,4.12,No,No,Normal,Delivered,31,30,Yes,3.8
O100287,Chennai,Chennai,17.4,Mini Truck,R1287,44,4.46,High,Clear,Evening,Books,1.4,No,No,High,Delivered,83,100,No,4.8
O100288,Hyderabad,Bangalore,12.4,Bike,R1288,30,4.55,High,Windy,Afternoon,Furniture,4.99,No,No,Normal,Delivered,65,89,No,5.2
O100289,Chennai,Ahmedabad,19.4,Mini Truck,R1289,33,4.78,Low,Clear,Afternoon,Electronics,1.96,Yes,No,Normal,Delivered,58,46,Yes,3.0
O100290,Ahmedabad,Mumbai,18.9,Van,R1290,21,4.32,Medium,Clear,Afternoon,Books,1.44,Yes,Yes,Normal,Delivered,73,60,Yes,3.9
O100291,Hyderabad,Ahmedabad,22.0,Scooter,R1291,35,4.42,Medium,Clear,Night,Furniture,2.23,Yes,No,Normal,Delivered,85,91,No,3.9
O100292,Bangalore,Ahmedabad,23.1,Van,R1292,27,4.77,High,Rainy,Morning,Electronics,5.29,No,No,Low,Delivered,132,132,Yes,5.7
O100293,Hyderabad,Chennai,20.2,Mini Truck,R1293,36,4.35,Medium,Foggy,Morning,Pharma,4.19,No,No,Normal,Delivered,110,121,No,5.5
O100294,Pune,Ahmedabad,14.2,Bike,R1294,27,4.63,Medium,Rainy,Afternoon,Grocery,1.5,No,No,Normal,Delivered,66,73,No,4.6
O100295,Delhi,Mumbai,14.1,Scooter,R1295,38,4.16,Low,Foggy,Evening,Grocery,1.85,Yes,Yes,Normal,Delivered,59,58,Yes,4.2
O100296,Hyderabad,Ahmedabad,8.4,Mini Truck,R1296,48,4.6,Medium,Windy,Morning,Furniture,-0.52,No,No,Normal,Delivered,36,39,Yes,4.3
O100297,Ahmedabad,Chennai,16.9,Bike,R1297,34,4.79,Medium,Rainy,Afternoon,Pharma,3.72,No,No,High,Delivered,79,85,No,4.7
O100298,Bangalore,Hyderabad,17.3,Van,R1298,37,4.36,Medium,Rainy,Afternoon,Clothing,2.63,Yes,No,Normal,Delivered,80,70,Yes,4.6
O100299,Pune,Chennai,6.2,Van,R1299,43,4.69,Low,Rainy,Morning,Clothing,1.85,No,No,Normal,Delivered,22,23,Yes,3.5
O100300,Ahmedabad,Delhi,20.7,Mini Truck,R1300,43,4.58,Medium,Windy,Afternoon,Clothing,5.18,No,No,High,Delivered,88,81,Yes,4.3
O100301,Bangalore,Hyderabad,13.6,Van,R1301,44,4.05,Medium,Rainy,Evening,Clothing,6.48,No,No,Normal,Delivered,63,60,Yes,4.6
O100302,Ahmedabad,Bangalore,9.7,Scooter,R1302,41,4.44,Medium,Rainy,Afternoon,Electronics,3.56,No,No,High,Delivered,45,52,No,4.6
O100303,Kolkata,Bangalore,16.0,Bike,R1303,42,4.55,Low,Clear,Evening,Furniture,3.46,No,Yes,Normal,Delivered,48,39,Yes,3.0
O100304,Chennai,Ahmedabad,7.9,Van,R1304,46,4.74,Low,Clear,Evening,Grocery,3.34,No,No,Normal,Delivered,23,22,Yes,2.9
O100305,Pune,Bangalore,11.6,Van,R1305,49,4.45,Low,Windy,Afternoon,Furniture,3,No,No,Normal,Delivered,38,29,Yes,3.3
O100306,Chennai,Mumbai,10.6,Mini Truck,R1306,27,4.66,Low,Foggy,Morning,Clothing,0.81,Yes,No,High,Delivered,44,39,Yes,4.1
O100307,Kolkata,Kolkata,10.7,Scooter,R1307,37,4.32,High,Clear,Afternoon,Clothing,1.89,Yes,No,High,Delivered,51,64,No,4.8
O100308,Ahmedabad,Kolkata,9.8,Bike,R1308,31,4.09,Medium,Clear,Afternoon,Pharma,2.94,No,No,Normal,Delivered,38,36,Yes,3.9
O100309,Bangalore,Bangalore,13.9,Scooter,R1309,45,3.86,Medium,Clear,Morning,Furniture,4.36,No,No,Normal,Delivered,54,51,Yes,3.9
O100310,Ahmedabad,Chennai,19.2,Scooter,R1310,28,4.21,Low,Clear,Afternoon,Pharma,2.49,No,No,Normal,Delivered,57,36,Yes,3.0
O100311,Hyderabad,Hyderabad,9.8,Scooter,R1311,24,3.83,Low,Windy,Night,Pharma,5.38,No,Yes,Normal,Delivered,32,22,Yes,3.3
O100312,Kolkata,Ahmedabad,11.6,Scooter,R1312,29,4.01,Low,Rainy,Evening,Grocery,4.64,No,No,Low,Delivered,41,32,Yes,3.5
O100313,Hyderabad,Delhi,9.8,Bike,R1313,34,3.56,Medium,Foggy,Evening,Pharma,2.95,No,No,Low,Delivered,53,63,No,5.4
O100314,Mumbai,Kolkata,19.3,Scooter,R1314,34,4.16,Medium,Rainy,Evening,Clothing,2.71,No,No,Normal,Delivered,90,87,Yes,4.7
O100315,Pune,Bangalore,13.1,Mini Truck,R1315,43,3.95,Medium,Rainy,Evening,Clothing,3.44,No,No,Normal,Delivered,61,46,Yes,4.7
O100316,Kolkata,Pune,17.0,Van,R1316,53,4.29,Low,Clear,Night,Electronics,3.87,No,No,Normal,Delivered,50,46,Yes,2.9
O100317,Delhi,Delhi,12.9,Scooter,R1317,38,4.41,Medium,Windy,Afternoon,Clothing,3.13,No,No,Normal,Delivered,55,71,No,4.3
O100318,Hyderabad,Ahmedabad,22.5,Mini Truck,R1318,30,3.92,Medium,Clear,Evening,Furniture,3.33,Yes,No,Normal,Delivered,87,87,Yes,3.9
O100319,Kolkata,Pune,14.2,Mini Truck,R1319,33,4.82,Low,Clear,Evening,Furniture,4.48,No,No,Normal,Delivered,42,30,Yes,3.0
O100320,Kolkata,Mumbai,20.6,Van,R1320,44,4.81,Medium,Windy,Morning,Clothing,2.96,No,No,High,Delivered,88,86,Yes,4.3
O100321,Ahmedabad,Pune,19.5,Van,R1321,44,4.35,High,Clear,Evening,Furniture,4.41,No,No,Normal,Delivered,93,90,Yes,4.8
O100322,Bangalore,Kolkata,13.3,Mini Truck,R1322,23,4.55,High,Rainy,Night,Clothing,2.52,No,No,Normal,Delivered,76,78,Yes,5.7
O100323,Delhi,Kolkata,11.5,Van,R1323,40,4.46,Low,Foggy,Night,Grocery,1.84,No,No,Normal,Delivered,48,50,Yes,4.2
O100324,Chennai,Ahmedabad,12.8,Van,R1324,23,4.23,Low,Clear,Morning,Furniture,2.23,Yes,No,Normal,Delivered,38,30,Yes,3.0
O100325,Bangalore,Ahmedabad,13.4,Scooter,R1325,30,3.97,Low,Foggy,Night,Electronics,2.52,No,No,Low,Delivered,56,61,Yes,4.2
O100326,Ahmedabad,Mumbai,22.0,Van,R1326,46,4.22,Medium,Rainy,Evening,Electronics,1.28,No,No,Low,Delivered,102,116,No,4.6
O100327,Bangalore,Kolkata,20.0,Scooter,R1327,36,4.24,Medium,Clear,Morning,Grocery,3.8,Yes,Yes,Normal,Delivered,77,93,No,3.9
O100328,Pune,Delhi,17.0,Van,R1328,24,4.76,Medium,Clear,Night,Electronics,2.13,No,No,Normal,Delivered,66,56,Yes,3.9
O100329,Chennai,Pune,12.4,Van,R1329,53,4.79,Low,Rainy,Afternoon,Pharma,1.6,Yes,No,High,Delivered,44,44,Yes,3.6
O100330,Pune,Pune,10.8,Van,R1330,54,4.05,Medium,Windy,Night,Clothing,3.47,No,No,Normal,Delivered,46,39,Yes,4.3
O100331,Hyderabad,Ahmedabad,7.7,Mini Truck,R1331,30,4.39,Medium,Clear,Evening,Pharma,0.64,No,No,Normal,Delivered,30,17,Yes,3.9
O100332,Pune,Chennai,13.3,Scooter,R1332,43,4.51,Medium,Clear,Night,Pharma,2.94,No,No,Normal,Delivered,51,46,Yes,3.8
O100333,Chennai,Delhi,12.1,Mini Truck,R1333,37,5,High,Clear,Evening,Pharma,2.53,No,No,Normal,Delivered,58,69,No,4.8
O100334,Bangalore,Hyderabad,21.3,Scooter,R1334,28,3.92,High,Rainy,Night,Grocery,1.4,No,No,Normal,Delivered,122,112,Yes,5.7
O100335,Pune,Bangalore,17.5,Van,R1335,51,5,Medium,Foggy,Night,Clothing,3.81,No,No,High,Delivered,95,97,Yes,5.4
O100336,Hyderabad,Chennai,14.8,Scooter,R1336,54,4.35,Low,Rainy,Afternoon,Clothing,2.15,No,No,Normal,Delivered,53,64,No,3.6
O100337,Kolkata,Pune,19.1,Bike,R1337,21,4.17,High,Clear,Morning,Books,4.11,No,Yes,Low,Delivered,91,91,Yes,4.8
O100338,Kolkata,Delhi,21.4,Van,R1338,40,4.06,Medium,Rainy,Night,Grocery,3.47,Yes,No,Normal,Delivered,100,97,Yes,4.7
O100339,Chennai,Hyderabad,14.2,Mini Truck,R1339,25,4.13,Medium,Clear,Evening,Books,2.28,No,No,Normal,Delivered,55,67,No,3.9
O100340,Ahmedabad,Delhi,14.1,Van,R1340,47,4.78,Low,Rainy,Night,Electronics,5.64,No,No,Low,Delivered,50,40,Yes,3.5
O100341,Hyderabad,Bangalore,8.1,Bike,R1341,34,4.76,High,Clear,Afternoon,Grocery,3.27,No,No,Low,Delivered,38,43,Yes,4.7
O100342,Kolkata,Mumbai,22.0,Van,R1342,54,4.42,High,Clear,Morning,Electronics,2.52,No,Yes,Normal,Delivered,105,104,Yes,4.8
O100343,Pune,Delhi,19.8,Scooter,R1343,46,4.47,High,Clear,Morning,Pharma,5.71,No,No,Low,Delivered,95,94,Yes,4.8
O100344,Delhi,Hyderabad,12.2,Bike,R1344,51,4.49,Medium,Clear,Afternoon,Grocery,2.48,No,Yes,Normal,Delivered,47,46,Yes,3.8
O100345,Pune,Kolkata,19.8,Bike,R1345,22,3.84,High,Clear,Evening,Grocery,6.86,No,No,Normal,Returned,95,102,No,4.8
